"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","10"
"Electricity Fuel","0"
"KeroseneFuel","47"
"LP Gas","6"
"Not Sated about Fuel","29"
"OthersFuel","1"
"Wood/FireWood","4449"
"Total","4552"
