"Population by Mother tongue","Number"
"Bantawa",""
"Female","1551"
"Male","1417"
"","2968"
"Chamling",""
"Female","102"
"Male","100"
"","202"
"Gurung",""
"Female","270"
"Male","282"
"","552"
"Limbu",""
"Female","4691"
"Male","4166"
"","8857"
"Magar",""
"Female","853"
"Male","704"
"","1557"
"Maithili",""
"Female","6"
"Male","16"
"","22"
"Nepali",""
"Female","2320"
"Male","2068"
"","4388"
"Not Reported",""
"Female","22"
"Male","22"
"","44"
"Others",""
"Female","46"
"Male","37"
"","83"
"Puma",""
"Female","8"
"Male","5"
"","13"
"Rai",""
"Female","1088"
"Male","965"
"","2053"
"Sampang",""
"Female","76"
"Male","64"
"","140"
"Sherpa",""
"Female","56"
"Male","41"
"","97"
"Tamang",""
"Female","475"
"Male","433"
"","908"
