"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","13"
"LP Gas","63"
"Not Sated about Fuel","23"
"OthersFuel","0"
"Wood/FireWood","6044"
"Total","6152"
