"Population by Caste Ethinicity","Number"
"Badi",""
"Female","36"
"Male","40"
"","76"
"Bangali",""
"Female","5"
"Male","9"
"","14"
"Brahman - Hill",""
"Female","3404"
"Male","2897"
"","6301"
"Brahman - Tarai",""
"Female","3"
"Male","15"
"","18"
"Brahmu/ Baramo",""
"Female","82"
"Male","70"
"","152"
"Chamar/ Harijan/ Ram",""
"Female","6"
"Male","16"
"","22"
"Chhetri",""
"Female","5861"
"Male","4519"
"","10380"
"Dalit Others",""
"Female","17"
"Male","17"
"","34"
"Damai/Dholi",""
"Female","750"
"Male","584"
"","1334"
"Darai",""
"Female","171"
"Male","131"
"","302"
"Foreigner",""
"Female","4"
"Male","7"
"","11"
"Gaine",""
"Female","54"
"Male","30"
"","84"
"Ghale",""
"Female","132"
"Male","120"
"","252"
"Gharti/Bhujel",""
"Female","218"
"Male","185"
"","403"
"Gurung",""
"Female","1906"
"Male","1421"
"","3327"
"Hajam/Thakur",""
"Female","4"
"Male","18"
"","22"
"Kalwar",""
"Female","7"
"Male","10"
"","17"
"Kami",""
"Female","1559"
"Male","1298"
"","2857"
"Kanu",""
"Female","2"
"Male","18"
"","20"
"Kathabaniyan",""
"Female","13"
"Male","10"
"","23"
"Koiri/Kushwaha",""
"Female","14"
"Male","15"
"","29"
"Kumal",""
"Female","1279"
"Male","1037"
"","2316"
"Kurmi",""
"Female","0"
"Male","13"
"","13"
"Limbu",""
"Female","17"
"Male","9"
"","26"
"Magar",""
"Female","4362"
"Male","3275"
"","7637"
"Majhi",""
"Female","13"
"Male","13"
"","26"
"Musalman",""
"Female","883"
"Male","680"
"","1563"
"Newar",""
"Female","2375"
"Male","1979"
"","4354"
"Nuniya",""
"Female","11"
"Male","87"
"","98"
"Others",""
"Female","50"
"Male","61"
"","111"
"Rai",""
"Female","27"
"Male","38"
"","65"
"Sanyasi/Dasnami",""
"Female","376"
"Male","303"
"","679"
"Sarki",""
"Female","2769"
"Male","2197"
"","4966"
"Sunuwar",""
"Female","8"
"Male","16"
"","24"
"Tamang",""
"Female","635"
"Male","541"
"","1176"
"Teli",""
"Female","13"
"Male","39"
"","52"
"Terai Others",""
"Female","6"
"Male","6"
"","12"
"Thakali",""
"Female","9"
"Male","5"
"","14"
"Thakuri",""
"Female","176"
"Male","146"
"","322"
"Tharu",""
"Female","43"
"Male","70"
"","113"
"Undefined Others",""
"Female","13"
"Male","14"
"","27"
