"Population by Religion","Number"
"Bahai","1"
"Bon","3"
"Buddism","2235"
"Christianity","2295"
"Hindu","44482"
"Islam","1579"
"Jainism","0"
"Kirat","9"
"Prakriti","18"
"Sikhism","2"
"Undefined","60"
"Total","50684"
