"Population by Mother tongue","Number"
"Bangla",""
"Female","6"
"Male","18"
"","24"
"Bhojpuri",""
"Female","81"
"Male","326"
"","407"
"Ghale",""
"Female","94"
"Male","78"
"","172"
"Gurung",""
"Female","1000"
"Male","693"
"","1693"
"Hindi",""
"Female","45"
"Male","66"
"","111"
"Kumal",""
"Female","443"
"Male","367"
"","810"
"Limbu",""
"Female","6"
"Male","6"
"","12"
"Magar",""
"Female","570"
"Male","396"
"","966"
"Maithili",""
"Female","23"
"Male","35"
"","58"
"Nepali",""
"Female","23514"
"Male","18744"
"","42258"
"Newar",""
"Female","236"
"Male","169"
"","405"
"Not Reported",""
"Female","13"
"Male","16"
"","29"
"Others",""
"Female","27"
"Male","25"
"","52"
"Rai",""
"Female","11"
"Male","25"
"","36"
"Sunuwar",""
"Female","3"
"Male","10"
"","13"
"Tamang",""
"Female","407"
"Male","356"
"","763"
"Tharu",""
"Female","18"
"Male","36"
"","54"
"Urdu",""
"Female","816"
"Male","593"
"","1409"
