"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","54"
"Male","107"
"","161"
"Ghale",""
"Female","29"
"Male","28"
"","57"
"Gurung",""
"Female","2063"
"Male","1540"
"","3603"
"Hindi",""
"Female","23"
"Male","48"
"","71"
"Kumal",""
"Female","410"
"Male","397"
"","807"
"Magar",""
"Female","581"
"Male","425"
"","1006"
"Maithili",""
"Female","28"
"Male","54"
"","82"
"Nepali",""
"Female","26167"
"Male","21731"
"","47898"
"Newar",""
"Female","497"
"Male","408"
"","905"
"Not Reported",""
"Female","11"
"Male","10"
"","21"
"Others",""
"Female","14"
"Male","23"
"","37"
"Sign Language",""
"Female","7"
"Male","9"
"","16"
"Tamang",""
"Female","2101"
"Male","1712"
"","3813"
"Urdu",""
"Female","20"
"Male","18"
"","38"
