"Population by Single Year of Age","Number"
"0",""
"Female","270"
"Male","276"
"1",""
"Female","255"
"Male","242"
"10",""
"Female","324"
"Male","369"
"11",""
"Female","274"
"Male","300"
"12",""
"Female","361"
"Male","365"
"13",""
"Female","343"
"Male","302"
"14",""
"Female","322"
"Male","351"
"15",""
"Female","321"
"Male","291"
"16",""
"Female","298"
"Male","291"
"17",""
"Female","341"
"Male","307"
"18",""
"Female","363"
"Male","344"
"19",""
"Female","301"
"Male","199"
"2",""
"Female","260"
"Male","252"
"20",""
"Female","357"
"Male","243"
"21",""
"Female","263"
"Male","197"
"22",""
"Female","438"
"Male","216"
"23",""
"Female","318"
"Male","137"
"24",""
"Female","358"
"Male","162"
"25",""
"Female","421"
"Male","200"
"26",""
"Female","336"
"Male","177"
"27",""
"Female","304"
"Male","181"
"28",""
"Female","313"
"Male","193"
"29",""
"Female","165"
"Male","135"
"3",""
"Female","256"
"Male","227"
"30",""
"Female","396"
"Male","250"
"31",""
"Female","160"
"Male","131"
"32",""
"Female","248"
"Male","161"
"33",""
"Female","173"
"Male","126"
"34",""
"Female","155"
"Male","108"
"35",""
"Female","338"
"Male","266"
"36",""
"Female","192"
"Male","150"
"37",""
"Female","136"
"Male","108"
"38",""
"Female","161"
"Male","131"
"39",""
"Female","122"
"Male","106"
"4",""
"Female","263"
"Male","307"
"40",""
"Female","320"
"Male","235"
"41",""
"Female","117"
"Male","106"
"42",""
"Female","149"
"Male","140"
"43",""
"Female","124"
"Male","121"
"44",""
"Female","93"
"Male","88"
"45",""
"Female","285"
"Male","202"
"46",""
"Female","132"
"Male","116"
"47",""
"Female","122"
"Male","109"
"48",""
"Female","160"
"Male","122"
"49",""
"Female","109"
"Male","84"
"5",""
"Female","292"
"Male","311"
"50",""
"Female","270"
"Male","216"
"51",""
"Female","132"
"Male","100"
"52",""
"Female","154"
"Male","155"
"53",""
"Female","116"
"Male","91"
"54",""
"Female","90"
"Male","96"
"55",""
"Female","171"
"Male","196"
"56",""
"Female","105"
"Male","121"
"57",""
"Female","102"
"Male","93"
"58",""
"Female","108"
"Male","78"
"59",""
"Female","81"
"Male","87"
"6",""
"Female","265"
"Male","292"
"60",""
"Female","187"
"Male","199"
"61",""
"Female","73"
"Male","79"
"62",""
"Female","74"
"Male","94"
"63",""
"Female","62"
"Male","77"
"64",""
"Female","59"
"Male","67"
"65",""
"Female","135"
"Male","120"
"66",""
"Female","50"
"Male","46"
"67",""
"Female","69"
"Male","76"
"68",""
"Female","62"
"Male","80"
"69",""
"Female","34"
"Male","44"
"7",""
"Female","327"
"Male","329"
"70",""
"Female","81"
"Male","84"
"71",""
"Female","30"
"Male","41"
"72",""
"Female","34"
"Male","46"
"73",""
"Female","27"
"Male","43"
"74",""
"Female","29"
"Male","25"
"75",""
"Female","50"
"Male","52"
"76",""
"Female","17"
"Male","34"
"77",""
"Female","30"
"Male","29"
"78",""
"Female","33"
"Male","31"
"79",""
"Female","16"
"Male","15"
"8",""
"Female","279"
"Male","326"
"80",""
"Female","36"
"Male","33"
"81",""
"Female","18"
"Male","16"
"82",""
"Female","11"
"Male","15"
"83",""
"Female","10"
"Male","10"
"84",""
"Female","18"
"Male","9"
"85",""
"Female","77"
"Male","59"
"9",""
"Female","282"
"Male","299"
