"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","590"
"Cow Dung","17"
"Electricity","3"
"Kerosene","28"
"LP Gas","413"
"Not stated","15"
"Others","1"
"Wood/Firewood","5348"
"Total","6415"
