"Population by Five Years Age Group","Number"
"0-4",""
"Female","1077"
"Male","1138"
"10-14",""
"Female","1480"
"Male","1530"
"15-19",""
"Female","1134"
"Male","1003"
"20-24",""
"Female","739"
"Male","541"
"25-29",""
"Female","590"
"Male","451"
"30-34",""
"Female","502"
"Male","419"
"35-39",""
"Female","511"
"Male","442"
"40-44",""
"Female","445"
"Male","425"
"45-49",""
"Female","357"
"Male","374"
"50-54",""
"Female","302"
"Male","365"
"55-59",""
"Female","220"
"Male","214"
"5-9",""
"Female","1337"
"Male","1424"
"60-64",""
"Female","182"
"Male","183"
"65-69",""
"Female","175"
"Male","161"
"70-74",""
"Female","130"
"Male","119"
"75+",""
"Female","161"
"Male","152"
