"Population by Mother tongue","Number"
"Bantawa",""
"Female","3314"
"Male","2930"
"","6244"
"Bhujel",""
"Female","65"
"Male","67"
"","132"
"Chamling",""
"Female","452"
"Male","397"
"","849"
"Gurung",""
"Female","31"
"Male","22"
"","53"
"Koyee",""
"Female","105"
"Male","122"
"","227"
"Magar",""
"Female","121"
"Male","99"
"","220"
"Maithili",""
"Female","8"
"Male","19"
"","27"
"Nepali",""
"Female","4559"
"Male","3907"
"","8466"
"Newar",""
"Female","404"
"Male","335"
"","739"
"Not Reported",""
"Female","6"
"Male","6"
"","12"
"Others",""
"Female","37"
"Male","28"
"","65"
"Rai",""
"Female","48"
"Male","47"
"","95"
"Sampang",""
"Female","110"
"Male","88"
"","198"
"Sanskrit",""
"Female","26"
"Male","19"
"","45"
"Sherpa",""
"Female","126"
"Male","78"
"","204"
"Tamang",""
"Female","300"
"Male","295"
"","595"
"Thulung",""
"Female","16"
"Male","24"
"","40"
