"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1124"
"Male","986"
"","2110"
"Chhetri",""
"Female","1182"
"Male","1024"
"","2206"
"Damai/Dholi",""
"Female","403"
"Male","295"
"","698"
"Gharti/Bhujel",""
"Female","248"
"Male","221"
"","469"
"Gurung",""
"Female","51"
"Male","46"
"","97"
"Kami",""
"Female","670"
"Male","584"
"","1254"
"Magar",""
"Female","145"
"Male","119"
"","264"
"Newar",""
"Female","590"
"Male","502"
"","1092"
"Others",""
"Female","38"
"Male","30"
"","68"
"Rai",""
"Female","4181"
"Male","3716"
"","7897"
"Sanyasi/Dasnami",""
"Female","182"
"Male","176"
"","358"
"Sarki",""
"Female","432"
"Male","369"
"","801"
"Sherpa",""
"Female","143"
"Male","89"
"","232"
"Tamang",""
"Female","317"
"Male","309"
"","626"
"Undefined Others",""
"Female","22"
"Male","17"
"","39"
