"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","1231"
"Christianity","30"
"Hindu","9226"
"Islam","1"
"Jainism","0"
"Kirat","7599"
"Prakriti","9"
"Sikhism","0"
"Undefined","136"
"Total","18233"
