"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","4"
"","12"
"Brahman - Hill",""
"Female","862"
"Male","691"
"","1553"
"Brahman - Tarai",""
"Female","122"
"Male","78"
"","200"
"Chhetri",""
"Female","3549"
"Male","2919"
"","6468"
"Dalit Others",""
"Female","282"
"Male","261"
"","543"
"Damai/Dholi",""
"Female","544"
"Male","458"
"","1002"
"Dhanuk",""
"Female","69"
"Male","42"
"","111"
"Janajati Others",""
"Female","42"
"Male","29"
"","71"
"Kami",""
"Female","571"
"Male","459"
"","1030"
"Lohar",""
"Female","789"
"Male","654"
"","1443"
"Magar",""
"Female","7"
"Male","7"
"","14"
"Others",""
"Female","26"
"Male","8"
"","34"
"Sarki",""
"Female","693"
"Male","669"
"","1362"
"Thakuri",""
"Female","2718"
"Male","2205"
"","4923"
