"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","109"
"Cow Dung","19"
"Electricity","2"
"Kerosene","183"
"LP Gas","6425"
"Not stated","299"
"Others","11"
"Wood/Firewood","54434"
"Total","61482"
