"Population by Single Year of Age","Number"
"0",""
"Female","2679"
"Male","2792"
"1",""
"Female","2447"
"Male","2654"
"10",""
"Female","3756"
"Male","3803"
"11",""
"Female","3478"
"Male","3366"
"12",""
"Female","3970"
"Male","4072"
"13",""
"Female","3545"
"Male","3507"
"14",""
"Female","3703"
"Male","3478"
"15",""
"Female","3647"
"Male","3359"
"16",""
"Female","3462"
"Male","3051"
"17",""
"Female","3562"
"Male","2895"
"18",""
"Female","3603"
"Male","2654"
"19",""
"Female","3077"
"Male","1891"
"2",""
"Female","2572"
"Male","2791"
"20",""
"Female","2953"
"Male","1774"
"21",""
"Female","3041"
"Male","1619"
"22",""
"Female","3593"
"Male","1679"
"23",""
"Female","2653"
"Male","1248"
"24",""
"Female","2772"
"Male","1256"
"25",""
"Female","2923"
"Male","1389"
"26",""
"Female","2432"
"Male","1150"
"27",""
"Female","2383"
"Male","1223"
"28",""
"Female","2623"
"Male","1247"
"29",""
"Female","1732"
"Male","897"
"3",""
"Female","2639"
"Male","2857"
"30",""
"Female","3011"
"Male","1409"
"31",""
"Female","1493"
"Male","810"
"32",""
"Female","2123"
"Male","1066"
"33",""
"Female","1466"
"Male","778"
"34",""
"Female","1497"
"Male","808"
"35",""
"Female","2855"
"Male","1344"
"36",""
"Female","1569"
"Male","865"
"37",""
"Female","1433"
"Male","834"
"38",""
"Female","1585"
"Male","922"
"39",""
"Female","1359"
"Male","802"
"4",""
"Female","3001"
"Male","3076"
"40",""
"Female","2716"
"Male","1480"
"41",""
"Female","1123"
"Male","703"
"42",""
"Female","1591"
"Male","987"
"43",""
"Female","1164"
"Male","784"
"44",""
"Female","1014"
"Male","740"
"45",""
"Female","2146"
"Male","1248"
"46",""
"Female","1131"
"Male","720"
"47",""
"Female","1081"
"Male","871"
"48",""
"Female","1276"
"Male","930"
"49",""
"Female","1044"
"Male","816"
"5",""
"Female","3187"
"Male","3375"
"50",""
"Female","2136"
"Male","1497"
"51",""
"Female","1025"
"Male","888"
"52",""
"Female","1272"
"Male","1078"
"53",""
"Female","935"
"Male","785"
"54",""
"Female","825"
"Male","756"
"55",""
"Female","1464"
"Male","1141"
"56",""
"Female","1053"
"Male","892"
"57",""
"Female","1012"
"Male","944"
"58",""
"Female","970"
"Male","848"
"59",""
"Female","811"
"Male","710"
"6",""
"Female","3008"
"Male","3026"
"60",""
"Female","1728"
"Male","1229"
"61",""
"Female","874"
"Male","760"
"62",""
"Female","989"
"Male","849"
"63",""
"Female","735"
"Male","659"
"64",""
"Female","639"
"Male","628"
"65",""
"Female","1142"
"Male","876"
"66",""
"Female","535"
"Male","531"
"67",""
"Female","707"
"Male","754"
"68",""
"Female","756"
"Male","808"
"69",""
"Female","368"
"Male","433"
"7",""
"Female","3398"
"Male","3389"
"70",""
"Female","970"
"Male","808"
"71",""
"Female","336"
"Male","453"
"72",""
"Female","500"
"Male","571"
"73",""
"Female","354"
"Male","422"
"74",""
"Female","284"
"Male","327"
"75",""
"Female","546"
"Male","489"
"76",""
"Female","264"
"Male","317"
"77",""
"Female","283"
"Male","297"
"78",""
"Female","352"
"Male","407"
"79",""
"Female","216"
"Male","208"
"8",""
"Female","3268"
"Male","3551"
"80",""
"Female","339"
"Male","272"
"81",""
"Female","174"
"Male","166"
"82",""
"Female","159"
"Male","184"
"83",""
"Female","142"
"Male","143"
"84",""
"Female","163"
"Male","164"
"85",""
"Female","559"
"Male","548"
"9",""
"Female","3215"
"Male","3169"
