"Population by Five Years Age Group","Number"
"0-4",""
"Female","13338"
"Male","14170"
"10-14",""
"Female","18452"
"Male","18226"
"15-19",""
"Female","17351"
"Male","13850"
"20-24",""
"Female","15012"
"Male","7576"
"25-29",""
"Female","12093"
"Male","5906"
"30-34",""
"Female","9590"
"Male","4871"
"35-39",""
"Female","8801"
"Male","4767"
"40-44",""
"Female","7608"
"Male","4694"
"45-49",""
"Female","6678"
"Male","4585"
"50-54",""
"Female","6193"
"Male","5004"
"55-59",""
"Female","5310"
"Male","4535"
"5-9",""
"Female","16076"
"Male","16510"
"60-64",""
"Female","4965"
"Male","4125"
"65-69",""
"Female","3508"
"Male","3402"
"70-74",""
"Female","2444"
"Male","2581"
"75+",""
"Female","3197"
"Male","3195"
