"Population by Mother tongue","Number"
"Baitadeli",""
"Female","212"
"Male","204"
"Bajjika",""
"Female","6603"
"Male","6849"
"Bangla",""
"Female","5"
"Male","7"
"Bhojpuri",""
"Female","110"
"Male","99"
"Danuwar",""
"Female","231"
"Male","213"
"Hindi",""
"Female","48"
"Male","59"
"Magar",""
"Female","236"
"Male","192"
"Maithili",""
"Female","1442"
"Male","1507"
"Majhi",""
"Female","12"
"Male","11"
"Nepali",""
"Female","2298"
"Male","2181"
"Newar",""
"Female","56"
"Male","55"
"Not Reported",""
"Female","111"
"Male","97"
"Others",""
"Female","32"
"Male","19"
"Rai",""
"Female","7"
"Male","6"
"Sign Language",""
"Female","3"
"Male","8"
"Tamang",""
"Female","307"
"Male","264"
"Tharu",""
"Female","3151"
"Male","2949"
"Urdu",""
"Female","3912"
"Male","3841"
"Wambule",""
"Female","8"
"Male","6"
