"Population by Five Years Age Group","Number"
"0-4",""
"Female","2179"
"Male","2325"
"10-14",""
"Female","2834"
"Male","2886"
"15-19",""
"Female","1980"
"Male","1987"
"20-24",""
"Female","1631"
"Male","1414"
"25-29",""
"Female","1769"
"Male","1454"
"30-34",""
"Female","1661"
"Male","1270"
"35-39",""
"Female","1489"
"Male","1340"
"40-44",""
"Female","1083"
"Male","1097"
"45-49",""
"Female","944"
"Male","925"
"50-54",""
"Female","779"
"Male","819"
"55-59",""
"Female","731"
"Male","769"
"5-9",""
"Female","3043"
"Male","3247"
"60-64",""
"Female","730"
"Male","725"
"65-69",""
"Female","488"
"Male","517"
"70-74",""
"Female","337"
"Male","348"
"75+",""
"Female","232"
"Male","260"
