"Population by Caste Ethinicity","Number"
"Badi",""
"Female","1664"
"Male","1280"
"","2944"
"Bangali",""
"Female","51"
"Male","35"
"","86"
"Bhote",""
"Female","49"
"Male","39"
"","88"
"Brahman - Hill",""
"Female","8841"
"Male","7516"
"","16357"
"Brahman - Tarai",""
"Female","30"
"Male","33"
"","63"
"Chamar/ Harijan/ Ram",""
"Female","19"
"Male","17"
"","36"
"Chhetri",""
"Female","66043"
"Male","53368"
"","119411"
"Dalit Others",""
"Female","4153"
"Male","3116"
"","7269"
"Damai/Dholi",""
"Female","5295"
"Male","4271"
"","9566"
"Dura",""
"Female","6"
"Male","7"
"","13"
"Dusadh/ Pasawan/ Pasi",""
"Female","7"
"Male","7"
"","14"
"Gharti/Bhujel",""
"Female","1"
"Male","10"
"","11"
"Gurung",""
"Female","114"
"Male","105"
"","219"
"Hajam/Thakur",""
"Female","11"
"Male","24"
"","35"
"Halwai",""
"Female","9"
"Male","10"
"","19"
"Kami",""
"Female","14220"
"Male","11210"
"","25430"
"Kathabaniyan",""
"Female","7"
"Male","5"
"","12"
"Kumal",""
"Female","212"
"Male","164"
"","376"
"Limbu",""
"Female","20"
"Male","21"
"","41"
"Lohar",""
"Female","1354"
"Male","992"
"","2346"
"Magar",""
"Female","3509"
"Male","3547"
"","7056"
"Majhi",""
"Female","74"
"Male","42"
"","116"
"Musalman",""
"Female","44"
"Male","60"
"","104"
"Newar",""
"Female","556"
"Male","524"
"","1080"
"Others",""
"Female","191"
"Male","210"
"","401"
"Rai",""
"Female","34"
"Male","40"
"","74"
"Sanyasi/Dasnami",""
"Female","537"
"Male","439"
"","976"
"Sarki",""
"Female","2676"
"Male","2192"
"","4868"
"Sudhi",""
"Female","7"
"Male","6"
"","13"
"Tamang",""
"Female","113"
"Male","121"
"","234"
"Terai Others",""
"Female","180"
"Male","123"
"","303"
"Thakuri",""
"Female","3997"
"Male","3335"
"","7332"
"Tharu",""
"Female","60"
"Male","94"
"","154"
"Yadav",""
"Female","8"
"Male","15"
"","23"
