"Population by Mother tongue","Number"
"Achhami",""
"Female","97"
"Male","35"
"","132"
"Baitadeli",""
"Female","28"
"Male","26"
"","54"
"Bajhangi",""
"Female","64"
"Male","13"
"","77"
"Bangla",""
"Female","6"
"Male","5"
"","11"
"Bhojpuri",""
"Female","20"
"Male","21"
"","41"
"Doteli",""
"Female","104999"
"Male","83766"
"","188765"
"Gurung",""
"Female","7"
"Male","6"
"","13"
"Hindi",""
"Female","21"
"Male","53"
"","74"
"Kham",""
"Female","449"
"Male","433"
"","882"
"Magar",""
"Female","1013"
"Male","1005"
"","2018"
"Maithili",""
"Female","67"
"Male","128"
"","195"
"Nepali",""
"Female","6991"
"Male","7076"
"","14067"
"Newar",""
"Female","23"
"Male","24"
"","47"
"Not Reported",""
"Female","29"
"Male","18"
"","47"
"Others",""
"Female","164"
"Male","226"
"","390"
"Sherpa",""
"Female","54"
"Male","46"
"","100"
"Tamang",""
"Female","4"
"Male","8"
"","12"
"Tharu",""
"Female","49"
"Male","78"
"","127"
"Urdu",""
"Female","7"
"Male","11"
"","18"
