"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","32"
"Cow Dung","2903"
"Electricity Fuel","0"
"KeroseneFuel","156"
"LP Gas","34"
"Not Sated about Fuel","146"
"OthersFuel","189"
"Wood/FireWood","4442"
"Total","7902"
