"Population by Mother tongue","Number"
"Bajjika",""
"Female","20594"
"Male","21819"
"","42413"
"Bhojpuri",""
"Female","23"
"Male","27"
"","50"
"Hindi",""
"Female","18"
"Male","27"
"","45"
"Maithili",""
"Female","471"
"Male","504"
"","975"
"Nepali",""
"Female","173"
"Male","152"
"","325"
"Newar",""
"Female","23"
"Male","37"
"","60"
"Not Reported",""
"Female","86"
"Male","99"
"","185"
"Others",""
"Female","9"
"Male","8"
"","17"
"Rai",""
"Female","6"
"Male","10"
"","16"
"Urdu",""
"Female","1736"
"Male","1865"
"","3601"
