"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","198"
"Male","160"
"Bangali",""
"Female","28"
"Male","32"
"Brahman - Hill",""
"Female","2663"
"Male","2383"
"Chhetri",""
"Female","8411"
"Male","7123"
"Dalit Others",""
"Female","3048"
"Male","2444"
"Damai/Dholi",""
"Female","657"
"Male","515"
"Gurung",""
"Female","8"
"Male","4"
"Kami",""
"Female","1775"
"Male","1439"
"Kurmi",""
"Female","10"
"Male","12"
"Lohar",""
"Female","85"
"Male","74"
"Magar",""
"Female","16"
"Male","30"
"Musalman",""
"Female","17"
"Male","38"
"Others",""
"Female","37"
"Male","28"
"Sanyasi/Dasnami",""
"Female","179"
"Male","137"
"Sarki",""
"Female","134"
"Male","109"
"Tamang",""
"Female","92"
"Male","70"
"Teli",""
"Female","10"
"Male","9"
"Terai Others",""
"Female","22"
"Male","21"
"Thakuri",""
"Female","225"
"Male","211"
"Tharu",""
"Female","16"
"Male","37"
