"Population by Single Year of Age","Number"
"0",""
"Female","431"
"Male","415"
"1",""
"Female","313"
"Male","315"
"10",""
"Female","576"
"Male","541"
"11",""
"Female","441"
"Male","440"
"12",""
"Female","532"
"Male","576"
"13",""
"Female","465"
"Male","434"
"14",""
"Female","476"
"Male","430"
"15",""
"Female","418"
"Male","344"
"16",""
"Female","445"
"Male","306"
"17",""
"Female","292"
"Male","267"
"18",""
"Female","493"
"Male","365"
"19",""
"Female","272"
"Male","204"
"2",""
"Female","486"
"Male","483"
"20",""
"Female","365"
"Male","250"
"21",""
"Female","279"
"Male","199"
"22",""
"Female","358"
"Male","277"
"23",""
"Female","238"
"Male","189"
"24",""
"Female","275"
"Male","217"
"25",""
"Female","400"
"Male","296"
"26",""
"Female","240"
"Male","232"
"27",""
"Female","229"
"Male","243"
"28",""
"Female","313"
"Male","289"
"29",""
"Female","121"
"Male","130"
"3",""
"Female","459"
"Male","500"
"30",""
"Female","405"
"Male","296"
"31",""
"Female","102"
"Male","132"
"32",""
"Female","214"
"Male","168"
"33",""
"Female","131"
"Male","128"
"34",""
"Female","127"
"Male","113"
"35",""
"Female","420"
"Male","310"
"36",""
"Female","130"
"Male","136"
"37",""
"Female","77"
"Male","85"
"38",""
"Female","193"
"Male","150"
"39",""
"Female","77"
"Male","69"
"4",""
"Female","506"
"Male","559"
"40",""
"Female","410"
"Male","211"
"41",""
"Female","70"
"Male","68"
"42",""
"Female","116"
"Male","93"
"43",""
"Female","85"
"Male","80"
"44",""
"Female","78"
"Male","57"
"45",""
"Female","355"
"Male","226"
"46",""
"Female","82"
"Male","85"
"47",""
"Female","60"
"Male","66"
"48",""
"Female","123"
"Male","111"
"49",""
"Female","45"
"Male","39"
"5",""
"Female","508"
"Male","542"
"50",""
"Female","285"
"Male","205"
"51",""
"Female","41"
"Male","59"
"52",""
"Female","81"
"Male","90"
"53",""
"Female","54"
"Male","60"
"54",""
"Female","36"
"Male","40"
"55",""
"Female","190"
"Male","140"
"56",""
"Female","64"
"Male","55"
"57",""
"Female","33"
"Male","47"
"58",""
"Female","91"
"Male","73"
"59",""
"Female","38"
"Male","35"
"6",""
"Female","504"
"Male","506"
"60",""
"Female","273"
"Male","178"
"61",""
"Female","55"
"Male","46"
"62",""
"Female","75"
"Male","58"
"63",""
"Female","54"
"Male","40"
"64",""
"Female","45"
"Male","41"
"65",""
"Female","295"
"Male","136"
"66",""
"Female","36"
"Male","37"
"67",""
"Female","44"
"Male","38"
"68",""
"Female","76"
"Male","81"
"69",""
"Female","16"
"Male","17"
"7",""
"Female","470"
"Male","466"
"70",""
"Female","254"
"Male","130"
"71",""
"Female","35"
"Male","27"
"72",""
"Female","71"
"Male","41"
"73",""
"Female","25"
"Male","19"
"74",""
"Female","18"
"Male","12"
"75",""
"Female","97"
"Male","78"
"76",""
"Female","12"
"Male","22"
"77",""
"Female","7"
"Male","12"
"78",""
"Female","19"
"Male","20"
"79",""
"Female","3"
"Male","7"
"8",""
"Female","503"
"Male","566"
"80",""
"Female","39"
"Male","31"
"81",""
"Female","6"
"Male","12"
"82",""
"Female","3"
"Male","9"
"83",""
"Female","0"
"Male","3"
"84",""
"Female","4"
"Male","5"
"85",""
"Female","33"
"Male","18"
"9",""
"Female","433"
"Male","416"
