"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","10109"
"Christianity","58"
"Hindu","7745"
"Islam","5"
"Jainism","0"
"Kirat","4"
"Prakriti","0"
"Sikhism","0"
"Undefined","21"
"Total","17942"
