"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","13"
"LP Gas","62"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","3480"
"Total","3582"
