"Population by Five Years Age Group","Number"
"0-4",""
"Female","681"
"Male","764"
"10-14",""
"Female","1105"
"Male","1012"
"15-19",""
"Female","1028"
"Male","888"
"20-24",""
"Female","644"
"Male","342"
"25-29",""
"Female","498"
"Male","287"
"30-34",""
"Female","417"
"Male","264"
"35-39",""
"Female","456"
"Male","282"
"40-44",""
"Female","448"
"Male","326"
"45-49",""
"Female","389"
"Male","307"
"50-54",""
"Female","359"
"Male","374"
"55-59",""
"Female","311"
"Male","275"
"5-9",""
"Female","927"
"Male","899"
"60-64",""
"Female","286"
"Male","254"
"65-69",""
"Female","232"
"Male","253"
"70-74",""
"Female","182"
"Male","203"
"75+",""
"Female","265"
"Male","248"
