"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2"
"Cow Dung","3"
"Electricity","0"
"Kerosene","7"
"LP Gas","0"
"Not stated","29"
"Others","2"
"Wood/Firewood","3291"
"Total","3334"
