"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","2721"
"Electricity Fuel","4"
"KeroseneFuel","190"
"LP Gas","742"
"Not Sated about Fuel","145"
"OthersFuel","5"
"Wood/FireWood","4707"
"Total","8521"
