"Population by Mother tongue","Number"
"Avadhi",""
"Female","19599"
"Male","21503"
"","41102"
"Bhojpuri",""
"Female","56"
"Male","64"
"","120"
"Doteli",""
"Female","32"
"Male","31"
"","63"
"Hindi",""
"Female","530"
"Male","572"
"","1102"
"Magar",""
"Female","61"
"Male","55"
"","116"
"Maithili",""
"Female","315"
"Male","318"
"","633"
"Nepali",""
"Female","1084"
"Male","1144"
"","2228"
"Newar",""
"Female","33"
"Male","40"
"","73"
"Not Reported",""
"Female","46"
"Male","43"
"","89"
"Others",""
"Female","21"
"Male","15"
"","36"
"Rai",""
"Female","13"
"Male","13"
"","26"
"Raji",""
"Female","9"
"Male","8"
"","17"
"Rajsthani",""
"Female","34"
"Male","35"
"","69"
"Thakali",""
"Female","7"
"Male","11"
"","18"
"Uranw/Urau",""
"Female","6"
"Male","12"
"","18"
"Urdu",""
"Female","8215"
"Male","8435"
"","16650"
