"Population by Mother tongue","Number"
"Bantawa",""
"Female","67"
"Male","56"
"Bhojpuri",""
"Female","8"
"Male","9"
"Chamling",""
"Female","1508"
"Male","1366"
"Gurung",""
"Female","23"
"Male","14"
"Magar",""
"Female","3265"
"Male","2905"
"Maithili",""
"Female","102"
"Male","128"
"Nepali",""
"Female","5231"
"Male","4828"
"Newar",""
"Female","64"
"Male","63"
"Not Reported",""
"Female","9"
"Male","11"
"Others",""
"Female","49"
"Male","45"
"Rai",""
"Female","576"
"Male","521"
"Sampang",""
"Female","16"
"Male","12"
"Sherpa",""
"Female","112"
"Male","83"
"Tamang",""
"Female","1266"
"Male","1131"
"Tharu",""
"Female","6"
"Male","7"
