"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","5235"
"Male","5174"
"","10409"
"Bhujel",""
"Female","44"
"Male","36"
"","80"
"Doteli",""
"Female","7"
"Male","8"
"","15"
"Gurung",""
"Female","1072"
"Male","872"
"","1944"
"Hindi",""
"Female","8"
"Male","23"
"","31"
"Magar",""
"Female","3274"
"Male","2712"
"","5986"
"Maithili",""
"Female","515"
"Male","492"
"","1007"
"Nepali",""
"Female","16604"
"Male","13773"
"","30377"
"Newar",""
"Female","243"
"Male","241"
"","484"
"Not Reported",""
"Female","38"
"Male","38"
"","76"
"Others",""
"Female","28"
"Male","14"
"","42"
"Sign Language",""
"Female","4"
"Male","8"
"","12"
"Sunuwar",""
"Female","3"
"Male","8"
"","11"
"Tamang",""
"Female","123"
"Male","125"
"","248"
"Tharu",""
"Female","1450"
"Male","1282"
"","2732"
"Urdu",""
"Female","34"
"Male","35"
"","69"
