"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","572"
"Cow Dung","1101"
"Electricity Fuel","3"
"KeroseneFuel","72"
"LP Gas","2546"
"Not Sated about Fuel","84"
"OthersFuel","51"
"Wood/FireWood","6981"
"Total","11410"
