"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","2791"
"Electricity Fuel","0"
"KeroseneFuel","101"
"LP Gas","27"
"Not Sated about Fuel","72"
"OthersFuel","5"
"Wood/FireWood","1070"
"Total","4078"
