"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","286"
"Cow Dung","34"
"Electricity","0"
"Kerosene","33"
"LP Gas","108"
"Not stated","62"
"Others","26"
"Wood/Firewood","7562"
"Total","8111"
