"Population by Five Years Age Group","Number"
"0-4",""
"Female","1973"
"Male","2030"
"10-14",""
"Female","2951"
"Male","2934"
"15-19",""
"Female","2591"
"Male","2311"
"20-24",""
"Female","1979"
"Male","1639"
"25-29",""
"Female","1859"
"Male","1538"
"30-34",""
"Female","1683"
"Male","1351"
"35-39",""
"Female","1477"
"Male","1334"
"40-44",""
"Female","1239"
"Male","1191"
"45-49",""
"Female","1005"
"Male","1095"
"50-54",""
"Female","803"
"Male","812"
"55-59",""
"Female","695"
"Male","716"
"5-9",""
"Female","2744"
"Male","2784"
"60-64",""
"Female","651"
"Male","583"
"65-69",""
"Female","503"
"Male","482"
"70-74",""
"Female","303"
"Male","286"
"75+",""
"Female","274"
"Male","266"
