"Population by Single Year of Age","Number"
"0",""
"Female","710"
"Male","775"
"1",""
"Female","628"
"Male","658"
"10",""
"Female","1318"
"Male","1395"
"11",""
"Female","589"
"Male","662"
"12",""
"Female","1160"
"Male","1193"
"13",""
"Female","708"
"Male","722"
"14",""
"Female","829"
"Male","859"
"15",""
"Female","782"
"Male","803"
"16",""
"Female","782"
"Male","865"
"17",""
"Female","581"
"Male","595"
"18",""
"Female","910"
"Male","1010"
"19",""
"Female","404"
"Male","400"
"2",""
"Female","846"
"Male","899"
"20",""
"Female","1084"
"Male","857"
"21",""
"Female","308"
"Male","329"
"22",""
"Female","687"
"Male","647"
"23",""
"Female","425"
"Male","344"
"24",""
"Female","454"
"Male","401"
"25",""
"Female","1091"
"Male","1011"
"26",""
"Female","441"
"Male","393"
"27",""
"Female","400"
"Male","356"
"28",""
"Female","685"
"Male","562"
"29",""
"Female","180"
"Male","206"
"3",""
"Female","917"
"Male","920"
"30",""
"Female","1315"
"Male","1109"
"31",""
"Female","137"
"Male","148"
"32",""
"Female","555"
"Male","507"
"33",""
"Female","235"
"Male","243"
"34",""
"Female","209"
"Male","207"
"35",""
"Female","1146"
"Male","1286"
"36",""
"Female","256"
"Male","283"
"37",""
"Female","178"
"Male","198"
"38",""
"Female","419"
"Male","373"
"39",""
"Female","121"
"Male","121"
"4",""
"Female","915"
"Male","940"
"40",""
"Female","1076"
"Male","1172"
"41",""
"Female","76"
"Male","136"
"42",""
"Female","268"
"Male","338"
"43",""
"Female","119"
"Male","124"
"44",""
"Female","145"
"Male","140"
"45",""
"Female","807"
"Male","902"
"46",""
"Female","124"
"Male","149"
"47",""
"Female","85"
"Male","127"
"48",""
"Female","216"
"Male","220"
"49",""
"Female","60"
"Male","74"
"5",""
"Female","1026"
"Male","1011"
"50",""
"Female","718"
"Male","747"
"51",""
"Female","77"
"Male","91"
"52",""
"Female","140"
"Male","195"
"53",""
"Female","75"
"Male","72"
"54",""
"Female","92"
"Male","83"
"55",""
"Female","538"
"Male","597"
"56",""
"Female","101"
"Male","126"
"57",""
"Female","69"
"Male","87"
"58",""
"Female","163"
"Male","140"
"59",""
"Female","76"
"Male","77"
"6",""
"Female","918"
"Male","1012"
"60",""
"Female","644"
"Male","664"
"61",""
"Female","61"
"Male","78"
"62",""
"Female","131"
"Male","104"
"63",""
"Female","59"
"Male","61"
"64",""
"Female","56"
"Male","59"
"65",""
"Female","439"
"Male","446"
"66",""
"Female","59"
"Male","61"
"67",""
"Female","44"
"Male","50"
"68",""
"Female","89"
"Male","117"
"69",""
"Female","32"
"Male","55"
"7",""
"Female","896"
"Male","869"
"70",""
"Female","302"
"Male","328"
"71",""
"Female","27"
"Male","33"
"72",""
"Female","54"
"Male","62"
"73",""
"Female","23"
"Male","30"
"74",""
"Female","13"
"Male","18"
"75",""
"Female","163"
"Male","117"
"76",""
"Female","14"
"Male","23"
"77",""
"Female","16"
"Male","25"
"78",""
"Female","26"
"Male","22"
"79",""
"Female","4"
"Male","20"
"8",""
"Female","1203"
"Male","1201"
"80",""
"Female","100"
"Male","85"
"81",""
"Female","6"
"Male","9"
"82",""
"Female","15"
"Male","6"
"83",""
"Female","3"
"Male","12"
"84",""
"Female","5"
"Male","8"
"85",""
"Female","79"
"Male","74"
"9",""
"Female","679"
"Male","672"
