"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","180"
"Cow Dung","3066"
"Electricity","0"
"Kerosene","159"
"LP Gas","422"
"Not stated","150"
"Others","29"
"Wood/Firewood","7847"
"Total","11853"
