"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","2"
"Cow Dung","1"
"Electricity","41"
"Kerosene","17"
"LP Gas","81"
"Not stated","23"
"Others","3"
"Wood/Firewood","4191"
"Total","4359"
