"Population by Five Years Age Group","Number"
"0-4",""
"Female","464"
"Male","463"
"10-14",""
"Female","339"
"Male","376"
"15-19",""
"Female","252"
"Male","253"
"20-24",""
"Female","217"
"Male","197"
"25-29",""
"Female","181"
"Male","172"
"30-34",""
"Female","159"
"Male","157"
"35-39",""
"Female","151"
"Male","145"
"40-44",""
"Female","123"
"Male","150"
"45-49",""
"Female","130"
"Male","147"
"50-54",""
"Female","75"
"Male","99"
"55-59",""
"Female","66"
"Male","73"
"5-9",""
"Female","408"
"Male","401"
"60-64",""
"Female","71"
"Male","96"
"65-69",""
"Female","45"
"Male","38"
"70-74",""
"Female","30"
"Male","22"
"75+",""
"Female","18"
"Male","23"
