"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","6"
"Electricity","0"
"Kerosene","11"
"LP Gas","31"
"Not stated","14"
"Others","0"
"Wood/Firewood","5618"
"Total","5684"
