"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","8"
"Male","5"
"Brahman - Hill",""
"Female","47"
"Male","46"
"Chhetri",""
"Female","4650"
"Male","3653"
"Dalit Others",""
"Female","20"
"Male","29"
"Damai/Dholi",""
"Female","657"
"Male","580"
"Gurung",""
"Female","12"
"Male","13"
"Kami",""
"Female","2128"
"Male","1617"
"Magar",""
"Female","6601"
"Male","5407"
"Newar",""
"Female","25"
"Male","18"
"Others",""
"Female","21"
"Male","22"
"Sanyasi/Dasnami",""
"Female","600"
"Male","483"
"Sarki",""
"Female","473"
"Male","400"
"Sherpa",""
"Female","15"
"Male","10"
"Tamang",""
"Female","7"
"Male","4"
"Terai Others",""
"Female","8"
"Male","13"
"Thakuri",""
"Female","204"
"Male","153"
