"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","36"
"Cow Dung","8"
"Electricity Fuel","1"
"KeroseneFuel","16"
"LP Gas","23"
"Not Sated about Fuel","13"
"OthersFuel","1"
"Wood/FireWood","5230"
"Total","5328"
