"Population by Five Years Age Group","Number"
"0-4",""
"Female","890"
"Male","1026"
"10-14",""
"Female","1139"
"Male","1116"
"15-19",""
"Female","922"
"Male","674"
"20-24",""
"Female","792"
"Male","355"
"25-29",""
"Female","681"
"Male","268"
"30-34",""
"Female","530"
"Male","276"
"35-39",""
"Female","487"
"Male","276"
"40-44",""
"Female","382"
"Male","249"
"45-49",""
"Female","333"
"Male","244"
"50-54",""
"Female","308"
"Male","229"
"55-59",""
"Female","262"
"Male","183"
"5-9",""
"Female","952"
"Male","1078"
"60-64",""
"Female","354"
"Male","222"
"65-69",""
"Female","234"
"Male","180"
"70-74",""
"Female","142"
"Male","99"
"75+",""
"Female","140"
"Male","86"
