"Population by Mother tongue","Number"
"Bantawa",""
"Female","58"
"Male","68"
"Chamling",""
"Female","34"
"Male","41"
"Gurung",""
"Female","26"
"Male","26"
"Limbu",""
"Female","4011"
"Male","3492"
"Magar",""
"Female","66"
"Male","53"
"Maithili",""
"Female","14"
"Male","17"
"Nepali",""
"Female","6474"
"Male","5575"
"Newar",""
"Female","60"
"Male","59"
"Not Reported",""
"Female","75"
"Male","78"
"Others",""
"Female","18"
"Male","17"
"Rai",""
"Female","197"
"Male","154"
"Sherpa",""
"Female","92"
"Male","91"
"Sunuwar",""
"Female","6"
"Male","8"
"Tamang",""
"Female","1136"
"Male","967"
