"Population by Caste Ethinicity","Number"
"Badi",""
"Female","19"
"Male","16"
"","35"
"Brahman - Hill",""
"Female","605"
"Male","520"
"","1125"
"Chhetri",""
"Female","4233"
"Male","3559"
"","7792"
"Damai/Dholi",""
"Female","404"
"Male","322"
"","726"
"Gharti/Bhujel",""
"Female","171"
"Male","154"
"","325"
"Gurung",""
"Female","262"
"Male","228"
"","490"
"Kami",""
"Female","323"
"Male","305"
"","628"
"Magar",""
"Female","1464"
"Male","1138"
"","2602"
"Majhi",""
"Female","241"
"Male","201"
"","442"
"Newar",""
"Female","616"
"Male","550"
"","1166"
"Others",""
"Female","24"
"Male","30"
"","54"
"Sanyasi/Dasnami",""
"Female","91"
"Male","73"
"","164"
"Sarki",""
"Female","291"
"Male","282"
"","573"
"Sherpa",""
"Female","113"
"Male","102"
"","215"
"Sunuwar",""
"Female","519"
"Male","450"
"","969"
"Tamang",""
"Female","698"
"Male","576"
"","1274"
"Terai Others",""
"Female","8"
"Male","6"
"","14"
"Undefined Others",""
"Female","10"
"Male","9"
"","19"
