"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","1"
"Electricity Fuel","0"
"KeroseneFuel","9"
"LP Gas","0"
"Not Sated about Fuel","62"
"OthersFuel","0"
"Wood/FireWood","3126"
"Total","3211"
