"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","4"
"Cow Dung","1779"
"Electricity","0"
"Kerosene","34"
"LP Gas","5"
"Not stated","28"
"Others","76"
"Wood/Firewood","1773"
"Total","3699"
