"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","27"
"Cow Dung","28"
"Electricity Fuel","0"
"KeroseneFuel","8"
"LP Gas","8"
"Not Sated about Fuel","55"
"OthersFuel","6"
"Wood/FireWood","6172"
"Total","6304"
