"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","876"
"Christianity","51"
"Hindu","11220"
"Islam","0"
"Jainism","0"
"Kirat","1217"
"Prakriti","0"
"Sikhism","0"
"Undefined","5"
"Total","13369"
