"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","10"
"","18"
"Brahman - Hill",""
"Female","781"
"Male","709"
"","1490"
"Chhetri",""
"Female","1034"
"Male","817"
"","1851"
"Damai/Dholi",""
"Female","202"
"Male","161"
"","363"
"Gharti/Bhujel",""
"Female","221"
"Male","204"
"","425"
"Gurung",""
"Female","275"
"Male","217"
"","492"
"Kami",""
"Female","414"
"Male","313"
"","727"
"Magar",""
"Female","1165"
"Male","1013"
"","2178"
"Majhi",""
"Female","223"
"Male","200"
"","423"
"Newar",""
"Female","916"
"Male","824"
"","1740"
"Others",""
"Female","21"
"Male","16"
"","37"
"Rai",""
"Female","986"
"Male","848"
"","1834"
"Sanyasi/Dasnami",""
"Female","16"
"Male","17"
"","33"
"Sarki",""
"Female","631"
"Male","564"
"","1195"
"Sherpa",""
"Female","43"
"Male","29"
"","72"
"Sunuwar",""
"Female","62"
"Male","63"
"","125"
"Tamang",""
"Female","186"
"Male","165"
"","351"
"Thulung",""
"Female","7"
"Male","8"
"","15"
