"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","6"
"LP Gas","4"
"Not Sated about Fuel","8"
"OthersFuel","0"
"Wood/FireWood","2772"
"Total","2793"
