"Population by Five Years Age Group","Number"
"0-4",""
"Female","1075"
"Male","1064"
"10-14",""
"Female","1619"
"Male","1686"
"15-19",""
"Female","1457"
"Male","1267"
"20-24",""
"Female","972"
"Male","760"
"25-29",""
"Female","767"
"Male","593"
"30-34",""
"Female","630"
"Male","515"
"35-39",""
"Female","650"
"Male","489"
"40-44",""
"Female","660"
"Male","532"
"45-49",""
"Female","560"
"Male","504"
"50-54",""
"Female","542"
"Male","464"
"55-59",""
"Female","436"
"Male","437"
"5-9",""
"Female","1322"
"Male","1432"
"60-64",""
"Female","369"
"Male","357"
"65-69",""
"Female","317"
"Male","333"
"70-74",""
"Female","242"
"Male","219"
"75+",""
"Female","390"
"Male","294"
