"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","10"
"Male","12"
"Brahman - Hill",""
"Female","1609"
"Male","1416"
"Brahman - Tarai",""
"Female","9"
"Male","8"
"Chhetri",""
"Female","4415"
"Male","3799"
"Damai/Dholi",""
"Female","224"
"Male","205"
"Gharti/Bhujel",""
"Female","24"
"Male","23"
"Kami",""
"Female","224"
"Male","206"
"Magar",""
"Female","30"
"Male","29"
"Majhi",""
"Female","67"
"Male","60"
"Newar",""
"Female","356"
"Male","343"
"Others",""
"Female","31"
"Male","28"
"Sarki",""
"Female","136"
"Male","131"
"Sherpa",""
"Female","64"
"Male","62"
"Sunuwar",""
"Female","13"
"Male","13"
"Tamang",""
"Female","476"
"Male","442"
"Thakuri",""
"Female","43"
"Male","29"
"Thami",""
"Female","4277"
"Male","4140"
