"Population by Five Years Age Group","Number"
"0-4",""
"Female","824"
"Male","907"
"10-14",""
"Female","1007"
"Male","1020"
"15-19",""
"Female","804"
"Male","668"
"20-24",""
"Female","545"
"Male","383"
"25-29",""
"Female","471"
"Male","310"
"30-34",""
"Female","366"
"Male","256"
"35-39",""
"Female","342"
"Male","235"
"40-44",""
"Female","325"
"Male","232"
"45-49",""
"Female","292"
"Male","203"
"50-54",""
"Female","231"
"Male","180"
"55-59",""
"Female","166"
"Male","125"
"5-9",""
"Female","1046"
"Male","1028"
"60-64",""
"Female","260"
"Male","151"
"65-69",""
"Female","158"
"Male","95"
"70-74",""
"Female","129"
"Male","71"
"75+",""
"Female","91"
"Male","59"
