"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","45"
"Cow Dung","2"
"Electricity Fuel","1"
"KeroseneFuel","5"
"LP Gas","69"
"Not Sated about Fuel","7"
"OthersFuel","0"
"Wood/FireWood","3969"
"Total","4098"
