"Population by Five Years Age Group","Number"
"0-4",""
"Female","579"
"Male","560"
"10-14",""
"Female","912"
"Male","912"
"15-19",""
"Female","912"
"Male","758"
"20-24",""
"Female","687"
"Male","546"
"25-29",""
"Female","512"
"Male","471"
"30-34",""
"Female","427"
"Male","391"
"35-39",""
"Female","423"
"Male","336"
"40-44",""
"Female","436"
"Male","359"
"45-49",""
"Female","383"
"Male","337"
"50-54",""
"Female","364"
"Male","318"
"55-59",""
"Female","235"
"Male","266"
"5-9",""
"Female","772"
"Male","693"
"60-64",""
"Female","212"
"Male","196"
"65-69",""
"Female","167"
"Male","147"
"70-74",""
"Female","143"
"Male","138"
"75+",""
"Female","136"
"Male","163"
