"Population by Mother tongue","Number"
"Bangla",""
"Female","208"
"Male","206"
"","414"
"Bhojpuri",""
"Female","16"
"Male","8"
"","24"
"Hindi",""
"Female","8"
"Male","6"
"","14"
"Lapcha",""
"Female","46"
"Male","41"
"","87"
"Magar",""
"Female","19"
"Male","15"
"","34"
"Maithili",""
"Female","8714"
"Male","8850"
"","17564"
"Nepali",""
"Female","100"
"Male","84"
"","184"
"Newar",""
"Female","12"
"Male","6"
"","18"
"Not Reported",""
"Female","24"
"Male","26"
"","50"
"Others",""
"Female","24"
"Male","23"
"","47"
"Rai",""
"Female","17"
"Male","10"
"","27"
"Rajsthani",""
"Female","35"
"Male","36"
"","71"
"Tamang",""
"Female","13"
"Male","14"
"","27"
"Uranw/Urau",""
"Female","386"
"Male","366"
"","752"
"Urdu",""
"Female","11085"
"Male","10448"
"","21533"
