"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","12"
"Cow Dung","5432"
"Electricity Fuel","1"
"KeroseneFuel","104"
"LP Gas","92"
"Not Sated about Fuel","26"
"OthersFuel","166"
"Wood/FireWood","1009"
"Total","6842"
