"Population by Mother tongue","Number"
"Avadhi",""
"Female","390"
"Male","455"
"Bangla",""
"Female","10"
"Male","5"
"Bhojpuri",""
"Female","9472"
"Male","9331"
"Gurung",""
"Female","217"
"Male","163"
"Hindi",""
"Female","12"
"Male","13"
"Magar",""
"Female","231"
"Male","191"
"Maithili",""
"Female","825"
"Male","814"
"Nepali",""
"Female","6073"
"Male","5143"
"Newar",""
"Female","53"
"Male","49"
"Not Reported",""
"Female","10"
"Male","4"
"Others",""
"Female","14"
"Male","9"
"Sherpa",""
"Female","10"
"Male","10"
"Tharu",""
"Female","2540"
"Male","2311"
"Urdu",""
"Female","60"
"Male","51"
