"Population by Five Years Age Group","Number"
"0-4",""
"Female","1718"
"Male","1843"
"10-14",""
"Female","2639"
"Male","2560"
"15-19",""
"Female","2318"
"Male","2264"
"20-24",""
"Female","1984"
"Male","1549"
"25-29",""
"Female","1805"
"Male","1353"
"30-34",""
"Female","1331"
"Male","1100"
"35-39",""
"Female","1265"
"Male","967"
"40-44",""
"Female","1099"
"Male","966"
"45-49",""
"Female","885"
"Male","859"
"50-54",""
"Female","650"
"Male","685"
"55-59",""
"Female","637"
"Male","651"
"5-9",""
"Female","2130"
"Male","2293"
"60-64",""
"Female","538"
"Male","513"
"65-69",""
"Female","364"
"Male","405"
"70-74",""
"Female","242"
"Male","278"
"75+",""
"Female","314"
"Male","302"
