"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","172"
"Cow Dung","2"
"Electricity Fuel","2"
"KeroseneFuel","34"
"LP Gas","571"
"Not Sated about Fuel","14"
"OthersFuel","6"
"Wood/FireWood","6126"
"Total","6927"
