"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1120"
"Cow Dung","8"
"Electricity","18"
"Kerosene","37"
"LP Gas","2397"
"Not stated","39"
"Others","5"
"Wood/Firewood","3575"
"Total","7199"
